	logFC	AveExpr	t	P.Value	adj.P.Val	B	probe_id	symbol	change
CHRM3	1.83135289192849	9.84327216815849	5.02067969700884	2.22919001530242e-05	0.000141333879810011	2.03160912990174	ILMN_1680110	CHRM3	up
CHRM5	-1.00248156592402	8.93585609866412	-5.01978364559179	2.2348228471719e-05	0.000141597668933461	2.02910750785571	ILMN_1776363	CHRM5	down
CHRNA1	-2.38276410721751	9.80787816589791	-5.01795725930278	2.2463480731892e-05	0.000142281038972234	2.02400865744755	ILMN_1779147	CHRNA1	down
CHRNA10	-1.36154055419019	8.72813963052676	-5.01613483846499	2.25790743222103e-05	0.000142966120362751	2.0189210216563	ILMN_1667791	CHRNA10	down
CHRNA4	-1.78637964857667	8.99746156181576	-5.01320734268935	2.27660059128765e-05	0.000144007527043766	2.01074866106694	ILMN_1743219	CHRNA4	down
CHST11	1.54191895813961	8.55898201219641	4.99791667845211	2.37677778446798e-05	0.000149704313890066	1.96806961413286	ILMN_1696537	CHST11	up
CHST15	-1.25170699810281	9.04935707964269	-4.99603598523751	2.38939928519277e-05	0.000150302435088189	1.96282098406641	ILMN_1906187	CHST15	down
CHST7	1.77391728769041	9.61941398018643	4.99234231976533	2.41438287778158e-05	0.000151576596073781	1.95251319299191	ILMN_1802167	CHST7	up
CHSY1	1.11999077672562	7.3241253290992	4.98951333784109	2.4336940314809e-05	0.000152639512192914	1.94461887360208	ILMN_1684401	CHSY1	up
CHTF18	1.03970259102622	8.91204552063195	4.98821980793465	2.44257519659056e-05	0.000153096697561473	1.94100938210555	ILMN_1673232	CHTF18	up
CHTOP	1.10447489874398	8.37819045192545	4.98693815547558	2.45140671842823e-05	0.000153550177908452	1.93743311104995	ILMN_1682034	CHTOP	up
CHURC1	1.9113097677924	7.99185701639238	4.98458946834422	2.46767369224022e-05	0.00015446850355982	1.93087963045336	ILMN_1715508	CHURC1	up
CIITA	1.09944936725679	9.78308077564169	4.97412414596455	2.54147591071859e-05	0.000158418116067994	1.90168170925322	ILMN_1767337	CIITA	up
CILP2	-1.13597707081785	11.5890006009273	-4.97262993546279	2.55219138675463e-05	0.000158983010089417	1.89751333983964	ILMN_1787705	CILP2	down
CINP	1.05212936126763	9.58291255684413	4.97189212219577	2.55749910513464e-05	0.000159262067939042	1.89545511694223	ILMN_1761941	CINP	up
CISD2	-1.02004242547909	8.83824366190582	-4.96435795405574	2.61233336115081e-05	0.000162308929376928	1.87443913911916	ILMN_1805665	CISD2	down
CITED4	-1.41500573006194	9.16663522765456	-4.95815016655349	2.65839451970932e-05	0.000164904472689869	1.85712511909955	ILMN_1770641	CITED4	down
CKB	-1.02777602190155	7.52502919881351	-4.95219951202578	2.70330826135159e-05	0.000167366712955775	1.84053009247186	ILMN_1789648	CKB	down
CKMT1A	1.16281984038001	9.21789071548007	4.95062907910858	2.71528715784144e-05	0.000168000205108517	1.83615081292365	ILMN_1712684	CKMT1A	up
CLASRP	1.46999217733163	10.8961991751591	4.94301298958136	2.77413632523121e-05	0.000171255732837444	1.81491453967304	ILMN_1773567	CLASRP	up
CLCC1	-1.27171566843309	8.27283662853302	-4.94141974119565	2.78660729700809e-05	0.000171640019101017	1.81047239885039	ILMN_1670547	CLCC1	down
CLCN5	1.19873379391328	9.90025828404395	4.93685795510965	2.82262431233424e-05	0.00017352132279355	1.79775440938931	ILMN_2128428	CLCN5	up
CLDN10	-1.13136947159912	7.70703079785315	-4.93385127479659	2.84661669624243e-05	0.000174665131639296	1.78937256730511	ILMN_1671766	CLDN10	down
CLDN2	1.18132258286569	9.50269919146551	4.92643682041294	2.90665463067916e-05	0.000177828279289921	1.76870507529269	ILMN_1718769	CLDN2	up
CLDN25	-1.17227980231324	9.14907069335357	-4.92366504207258	2.92942176411056e-05	0.000179003675522334	1.76097962181341	ILMN_1809456	CLDN25	down
CLDN5	-1.10314995372818	7.82274825788699	-4.92268525907663	2.93751208532357e-05	0.00017931820744423	1.75824888796427	ILMN_1659975	CLDN5	down
CLEC18C	1.20848294845757	7.45883929962862	4.9138023414561	3.01188493631518e-05	0.000182996268587994	1.73349390602777	ILMN_1694979	CLEC18C	up
CLEC4GP1	1.01145737900541	7.70855828384033	4.90790864554788	3.06226356100099e-05	0.000185238056161682	1.71707174652485	ILMN_1758895	CLEC4GP1	up
CLECL1	-2.48898227861873	9.73711905763969	-4.90115570849031	3.12102055122859e-05	0.000188436758705063	1.69825783075773	ILMN_1803855	CLECL1	down
CLIP2	2.1352498169387	7.6813258242734	4.89448934750463	3.18012659768317e-05	0.000191344745802419	1.67968769886152	ILMN_1693912	CLIP2	up
CLK1	1.03602333303232	10.737282786882	4.89226181440126	3.20012429880754e-05	0.000192367471912068	1.67348315472289	ILMN_1800276	CLK1	up
CLNS1A	-1.53094099259224	7.9853151422508	-4.87680264716843	3.34240587271893e-05	0.000200045175381523	1.63043149180866	ILMN_2218758	CLNS1A	down
CLOCK	1.06111246268291	7.34531395556036	4.87637161551452	3.34646203628406e-05	0.000200225641461774	1.62923133367528	ILMN_1674009	CLOCK	up
CLPSL1	1.00141163949527	10.3721926422049	4.87278005563594	3.38045122183902e-05	0.000201945216469861	1.61923148818667	ILMN_2366634	CLPSL1	up
CLTA	1.00896384470771	8.74861042388325	4.86454205618093	3.45971779920845e-05	0.000205913154658335	1.59629773196153	ILMN_1652512	CLTA	up
CLYBL	1.0069364048228	12.152886529829	4.85610386875547	3.54283105720527e-05	0.000210079834205921	1.57281106108975	ILMN_2215382	CLYBL	up
CMC1	1.22676281950079	7.88056517723155	4.85179174969926	3.58606903593831e-05	0.000212316478840595	1.5608105403716	ILMN_2098126	CMC1	up
CMTM5	1.8382796751406	11.8233918539607	4.83808366658647	3.72704393666787e-05	0.000219851018600868	1.52266924055276	ILMN_1686664	CMTM5	up
CNDP1	-1.08969077411008	7.20376379226858	-4.8298070504771	3.8148201858049e-05	0.000224409422306248	1.49964639129642	ILMN_1685709	CNDP1	down
CNGA1	1.1290587390169	7.66343004061111	4.82504969520615	3.86620227310969e-05	0.000227154144549597	1.48641504780074	ILMN_2163873	CNGA1	up
CNKSR3	1.47885853924221	8.83292473585067	4.8111860566525	4.01990156469161e-05	0.00023532205264275	1.44786571630844	ILMN_1752269	CNKSR3	up
CNOT10	-1.54705353775823	8.45407641163101	-4.80281721662803	4.11561219277245e-05	0.000240193920328188	1.42460168818792	ILMN_2319000	CNOT10	down
CNOT11	1.02215577681301	7.44684777775424	4.80194324618727	4.12573731834262e-05	0.000240711807872728	1.42217247422947	ILMN_2206722	CNOT11	up
CNOT2	-1.95867520194839	7.96741819761868	-4.8017782579037	4.12765152222274e-05	0.000240750469015999	1.42171389286368	ILMN_2298464	CNOT2	down
CNOT6	1.34196311118924	7.77608606178069	4.7989463481097	4.1606456917794e-05	0.000242454348764218	1.41384296085577	ILMN_1679987	CNOT6	up
CNPY2	1.16339370867338	10.3736136855376	4.79178420526095	4.24526722733711e-05	0.000246862032602952	1.39393924494162	ILMN_1730201	CNPY2	up
CNR1	-1.33317298050415	7.45875953362124	-4.78926045068661	4.27549211739324e-05	0.000248394341196546	1.38692656480656	ILMN_1796069	CNR1	down
CNRIP1	-1.16215423913244	7.44227405888235	-4.78855223086313	4.28401229646637e-05	0.00024873909005381	1.38495873850427	ILMN_2199614	CNRIP1	down
CNTN5	1.48431318468223	7.87154394164332	4.77896124143953	4.40107389619841e-05	0.000254615913242352	1.35831325899826	ILMN_1667948	CNTN5	up
CNTNAP3	1.3424233939628	9.78898630939871	4.77598427061291	4.43805235182638e-05	0.00025652155961458	1.3500440749177	ILMN_1659027	CNTNAP3	up
CNTNAP4	1.40782540367091	8.09903522015447	4.77264077263323	4.47995241190206e-05	0.000258787881667712	1.34075756435862	ILMN_1764629	CNTNAP4	up
COG1	1.6151137178093	8.49664479336193	4.75826048214306	4.66469723745903e-05	0.00026826370354744	1.30082609964229	ILMN_1803213	COG1	up
COG3	-1.00532211838674	8.57194989486073	-4.75778980924309	4.67087045782209e-05	0.000268526192847178	1.29951939108324	ILMN_2140990	COG3	down
COL10A1	-1.71069924135998	8.15557067688572	-4.75328834879029	4.73032256826517e-05	0.000271318292965692	1.28702304163629	ILMN_1797668	COL10A1	down
COL11A1	1.4274598732324	8.04496760395408	4.75325834685338	4.73072132775489e-05	0.000271318292965692	1.28693975951924	ILMN_1696434	COL11A1	up
COL11A2	1.8689109443964	7.65018698414094	4.75271425301133	4.73795875266694e-05	0.000271652383208052	1.28542942617795	ILMN_1753613	COL11A2	up
COL15A1	1.44302453808076	11.0929333189991	4.7463054393579	4.82404105023813e-05	0.000276258569938615	1.2676411232687	ILMN_1651354	COL15A1	up
COL18A1	1.25013183829913	7.30431444424407	4.74416253240296	4.8531699787346e-05	0.000277678696344256	1.26169398424853	ILMN_1799836	COL18A1	up
COL1A2	1.90237096317461	9.05316762081731	4.74032287914321	4.90580139860183e-05	0.000280356493474464	1.25103882191469	ILMN_2322996	COL1A2	up
COL4A2	1.98119784488339	8.14915440955003	4.72371009525154	5.14013843712136e-05	0.000292704863755081	1.20495130664755	ILMN_1707727	COL4A2	up
COL4A3	-1.57540251182097	8.27387731164717	-4.72329303216627	5.14616252388016e-05	0.000292936902703802	1.20379456751856	ILMN_1825369	COL4A3	down
COL4A5	1.60741019007139	7.85449714303158	4.72070678658211	5.18367550004718e-05	0.000294834955407769	1.19662184026973	ILMN_1800512	COL4A5	up
COL4A6	-1.5174339076633	8.15118586164374	-4.71973037405949	5.19790877359964e-05	0.000295557118442101	1.19391398679008	ILMN_1754570	COL4A6	down
COL5A1	1.86582572032994	9.22566118815107	4.71894985567079	5.20931442138825e-05	0.000296118121187424	1.1917494562357	ILMN_1715748	COL5A1	up
COL5A2	-1.81401766772618	10.8754008414085	-4.71868539298252	5.21318463393612e-05	0.00029625057494356	1.19101606064092	ILMN_1672443	COL5A2	down
COL5A3	1.09259414440105	7.10193701514502	4.71703268916563	5.23743556042988e-05	0.00029754078688845	1.18643298925985	ILMN_1686373	COL5A3	up
COL7A1	1.10039334802531	11.0685743550894	4.70421797882509	5.42931843408518e-05	0.000307805391683061	1.15090449488023	ILMN_1681679	COL7A1	up
COLEC10	1.04899796066727	7.74354674185409	4.69905429482647	5.50859876105136e-05	0.000311657075787011	1.13659217396689	ILMN_2371280	COLEC10	up
COMMD1	1.12980758675096	10.7580570178836	4.6960938169895	5.5545702440476e-05	0.000313704384070756	1.12838755434286	ILMN_1806023	COMMD1	up
COMTD1	-1.93643195236212	7.83028892832969	-4.67946505401388	5.8199652780532e-05	0.000327539064039296	1.08231682096359	ILMN_1812824	COMTD1	down
COP1	-2.73389714998164	8.18550255434826	-4.67919019267178	5.82445631584403e-05	0.000327695939431342	1.08155550637902	ILMN_1712461	COP1	down
COPB2	1.17883184921172	8.26546104159299	4.67765545506075	5.84959620874455e-05	0.000328821837146143	1.0773046912251	ILMN_1787265	COPB2	up
COPS3	-1.42020515463584	8.52917600300455	-4.67426735957501	5.90547762203151e-05	0.000331382052326132	1.06792129861738	ILMN_1693340	COPS3	down
COQ3	-2.58711512791574	8.92784829271284	-4.6641346877542	6.07578563823934e-05	0.000339650719375681	1.03986473210257	ILMN_1665425	COQ3	down
COQ5	-1.26435883034699	10.4162928922395	-4.66347571970364	6.0870289481079e-05	0.000340180385955269	1.03804041833557	ILMN_2073289	COQ5	down
COQ8B	-1.53312326897084	8.35140940773073	-4.66078670970451	6.13312351114164e-05	0.000342358571852352	1.03059645814839	ILMN_1671777	COQ8B	down
COQ9	1.28783528825462	9.80857551504741	4.66052952921888	6.13755018500856e-05	0.000342506281864882	1.02988454195699	ILMN_1779965	COQ9	up
CORO1B	1.02701297018767	9.61550408226085	4.65781960526797	6.1843876543827e-05	0.000344819944694799	1.02238340690503	ILMN_1707339	CORO1B	up
COX14	-2.66441408882141	8.13624033708649	-4.64856214840558	6.34708521577577e-05	0.000352868587314054	0.996763566769534	ILMN_1666445	COX14	down
COX5B	-1.46447899778051	9.60136368709784	-4.64241697442275	6.45742591081672e-05	0.000358071619545893	0.979761245165294	ILMN_1792389	COX5B	down
COX6A2	1.14592290333806	7.14092360627939	4.641267490452	6.4782761922212e-05	0.000359020803323443	0.976581267380647	ILMN_1777074	COX6A2	up
CPA4	-1.20999645929053	8.76570017537585	-4.62666781850951	6.74898735814116e-05	0.000372414001208271	0.936202897220076	ILMN_1676548	CPA4	down
CPNE2	-1.13290597082025	9.26528961656899	-4.61470252777604	6.9792038797739e-05	0.000382593234059079	0.903125501264906	ILMN_2316173	CPNE2	down
CPSF2	1.13472283120433	8.59757586655883	4.60631218220388	7.14527107801926e-05	0.000390140319207432	0.879939080612647	ILMN_1786065	CPSF2	up
CPVL	-2.6972410506357	9.20197799657612	-4.60020425936642	7.26862457460748e-05	0.000395752228466316	0.863064379673187	ILMN_2414135	CPVL	down
CPXCR1	-2.18305524042879	11.6417925262569	-4.59882183314573	7.29683561131793e-05	0.000397175805940327	0.859245583066352	ILMN_1755974	CPXCR1	down
CRACR2A	1.04764361907951	7.77970382871459	4.59622499292549	7.35012320859851e-05	0.000399172699154718	0.852072615999614	ILMN_1797776	CRACR2A	up
CRAT	1.72402412660009	8.37712478456895	4.59535934483914	7.36797214642864e-05	0.000399690671767347	0.849681679852475	ILMN_1766264	CRAT	up
CRB3	-3.06898391798787	10.7811614535883	-4.59344673226321	7.40756128448638e-05	0.000401498587963877	0.844399272533302	ILMN_1691413	CRB3	down
CREB3L2	1.00469200303079	10.8915863860788	4.58902481164333	7.49990065623954e-05	0.000405682046952907	0.832187854282413	ILMN_2070052	CREB3L2	up
CRELD1	-1.80778356920111	7.65476927926475	-4.5818494689924	7.65217410353984e-05	0.000412779644014841	0.812376864495414	ILMN_1669425	CRELD1	down
CRLF3	1.02065411119887	8.65958776033388	4.56220561514595	8.08492590718437e-05	0.0004334493722146	0.758167414819781	ILMN_1775486	CRLF3	up
CROT	1.11124055160196	7.9194684256118	4.55737933599566	8.19491114866062e-05	0.000438246624563902	0.74485486433908	ILMN_2214910	CROT	up
CRYL1	1.10775624573311	9.74628411024278	4.54076118022379	8.58509424744855e-05	0.000455852621113569	0.699035049708785	ILMN_1763447	CRYL1	up
CRYM	-1.52992836072331	8.07245977323481	-4.54073406486441	8.58574571789592e-05	0.000455852621113569	0.698960310930442	ILMN_1668022	CRYM	down
CRYM-AS1	1.27209456087223	8.97942630722374	4.54049741770464	8.59143345605143e-05	0.000456028736094386	0.698308037494851	ILMN_1709674	CRYM-AS1	up
CSF1R	1.02262485721607	7.92852026434121	4.53294238415693	8.77499309479046e-05	0.000464260057357549	0.67748718325632	ILMN_1685714	CSF1R	up
CSMD1	-2.88438631537579	8.5722113890316	-4.52248747661171	9.03543851604041e-05	0.00047657168986716	0.648684836504378	ILMN_2069224	CSMD1	down
CSMD2	-1.36929796028996	8.27888553301553	-4.52136788981727	9.06377914303859e-05	0.000477935459417463	0.645601185182521	ILMN_1744387	CSMD2	down
CSNK2A2	-1.09087298201202	8.42869210082273	-4.51040898342563	9.34588160899059e-05	0.000490792734454117	0.615424671460778	ILMN_1749962	CSNK2A2	down
CST7	1.29934529870034	11.2406118809264	4.49360456196676	9.79544713783999e-05	0.000511468015435925	0.569178129908976	ILMN_1795937	CST7	up
CST8	-1.56784365133945	8.47968315414857	-4.49350823213281	9.79808503265431e-05	0.000511468015435925	0.568913118418633	ILMN_1671392	CST8	down
CT62	-1.49679578771185	7.91420941220815	-4.48580197871396	0.000100114092165968	0.000520344414186586	0.547716025454156	ILMN_1658685	CT62	down
CTBP1	1.15778431325186	8.55097153364857	4.48046153388019	0.000101619360081369	0.000527028851584045	0.533030441464145	ILMN_1671337	CTBP1	up
CTBS	1.53229693710988	8.20822351784502	4.47738603209176	0.000102496377686632	0.000531147715835144	0.524574688356147	ILMN_1750974	CTBS	up
CTCFL	2.10405492613645	9.12837329340191	4.47520835615204	0.000103121898815277	0.000533868584043388	0.518588078335925	ILMN_1676822	CTCFL	up
CTDSP2	1.0161234472923	8.57867335040516	4.47451197209256	0.00010332272672411	0.000534422148767137	0.516673778868825	ILMN_1752478	CTDSP2	up
CTF1	1.01666551240084	7.32430407254412	4.47192630712929	0.000104071793392726	0.000537862712977558	0.509566509266211	ILMN_1800341	CTF1	up
CTNNB1	1.01868943073093	9.30136687521002	4.46261193113079	0.000106815023556825	0.000550561037818617	0.483970454888095	ILMN_1746408	CTNNB1	up
CTNND2	1.13853028596038	7.68604061662813	4.46035817564335	0.000107489477478973	0.000553592393249135	0.477778651145565	ILMN_1669409	CTNND2	up
CTNS	1.23067288839582	8.10861221587675	4.45924098324106	0.000107825367641638	0.000555173654163421	0.474709583557386	ILMN_1801205	CTNS	up
CTSA	1.34815321173286	10.0674152670779	4.45548027971904	0.000108963700312926	0.000559985503398194	0.464379561237587	ILMN_1768534	CTSA	up
CTSE	1.69398578281899	9.27765747389072	4.4531771583659	0.000109666702099634	0.000562996712460253	0.458054114219223	ILMN_1685122	CTSE	up
CTSL3P	1.0981828979613	10.3092795524731	4.4512438117212	0.000110260300049864	0.000565139123836713	0.452744736411733	ILMN_1759023	CTSL3P	up
CWF19L2	-1.06055008048173	7.86771919953988	-4.43329909419965	0.000115923900695296	0.000588988947114292	0.403486526087262	ILMN_1769615	CWF19L2	down
CX3CR1	-1.39814812367084	8.44973075575989	-4.43144147802318	0.000116526388040974	0.000591492363497313	0.398389639696641	ILMN_1790317	CX3CR1	down
CXADRP2	1.5268881487359	8.97830241716598	4.43022239192601	0.000116923461860355	0.000593284018028431	0.395044971200311	ILMN_2138765	CXADRP2	up
CXCL12	1.07101389511227	8.85736953055543	4.42886179811834	0.000117368208247314	0.000594913004965834	0.391312282572493	ILMN_1762696	CXCL12	up
CXCL9	-1.96727319408444	10.85667177324	-4.42099944500984	0.00011997121193528	0.000606508865384243	0.369747032660658	ILMN_1745299	CXCL9	down
CXCR1	-2.31598395989806	8.36769943313798	-4.42074834986257	0.000120055277105903	0.000606774385288792	0.369058444428014	ILMN_1731062	CXCR1	down
CXCR2	1.70254101366894	8.65029553307276	4.42065166469281	0.000120087662270258	0.000606778637097632	0.368793302951145	ILMN_1693338	CXCR2	up
CXCR6	1.65803286545815	10.2753028499153	4.41808266195405	0.00012095133564955	0.000610341000145526	0.361748712636702	ILMN_2058782	CXCR6	up
CXorf40B	-1.07736385069713	8.82059910034685	-4.41315101198116	0.000122626567860212	0.000617660293102655	0.348227730703688	ILMN_1662419	CXorf40B	down
CXorf56	1.11045645964156	7.79873391011785	4.41230743003166	0.000122915414689337	0.000618953119624105	0.34591521247597	ILMN_1796685	CXorf56	up
CXorf57	1.62607319386572	8.05346927817284	4.4110308921859	0.000123353788386218	0.00062099803020081	0.342416001023387	ILMN_1725139	CXorf57	up
CYB5A	-1.11161866087867	7.55579938609057	-4.40500346117358	0.000125444642200669	0.000630369158143175	0.325896581668916	ILMN_1763612	CYB5A	down
CYB5D2	-1.71902549840135	7.89918322425788	-4.4044623944946	0.000125634038713553	0.000630826512318954	0.324413904579849	ILMN_1805807	CYB5D2	down
CYB5R4	1.86019109459994	8.61527900005935	4.40263592737014	0.000126275472013683	0.000633385913860548	0.319409141717393	ILMN_1723678	CYB5R4	up
CYBB	1.61399376009822	8.95256077854284	4.40150395881335	0.00012667463069539	0.000634891400744276	0.316307613087513	ILMN_2188264	CYBB	up
CYFIP1	-2.70347749175152	9.7643360482122	-4.39966194290591	0.000127326838383735	0.000637329966991812	0.311260949302937	ILMN_1768425	CYFIP1	down
CYLC1	-1.4722724139643	10.3002895747457	-4.39703617682371	0.000128262296685933	0.000641183755241808	0.304067764826862	ILMN_1764850	CYLC1	down
CYP17A1	1.11088385914286	7.59383772511364	4.39126381025547	0.000130342731158271	0.000650563771811233	0.288257740445284	ILMN_1663991	CYP17A1	up
CYP1A1	1.7113631316969	11.5227020099522	4.38982264532735	0.000130867330450129	0.000652843352836796	0.284311189756774	ILMN_1691156	CYP1A1	up
CYP2A6	-1.49662003306062	8.88114004846796	-4.38254281322468	0.000133549348624139	0.000663767935340004	0.264379937938206	ILMN_1803073	CYP2A6	down
CYP4F8	1.25942651223916	7.45143239046115	4.36274702600322	0.000141120400439234	0.000696049236627974	0.210217186868008	ILMN_1681103	CYP4F8	up
CYP4Z1	1.79124755619516	11.2493105122143	4.36008177581575	0.000142171631331478	0.000700695234509944	0.202928886457107	ILMN_1775170	CYP4Z1	up
CYP51A1	1.35868676786842	8.77947889054933	4.3592190714492	0.000142513555501034	0.000702020679543636	0.200569971572266	ILMN_1743373	CYP51A1	up
CYS1	1.39688575746359	8.79759946653495	4.35739905405383	0.00014323756943764	0.000704504701023381	0.195593782794298	ILMN_1668345	CYS1	up
DACH1	-1.29070714350706	8.15237615163322	-4.34226700650212	0.000149399654517667	0.000731446106974254	0.154238154619108	ILMN_2328094	DACH1	down
DBN1	1.09729567808984	7.82822252944204	4.32422289045496	0.000157090734170342	0.000762694942579681	0.10496544751434	ILMN_1753111	DBN1	up
DCDC1	1.38143397916021	9.03769592091217	4.30371925048157	0.00016630561344211	0.000801165735079495	0.049032595566727	ILMN_1738147	DCDC1	up
DCHS2	-1.17758205386773	11.9163582025345	-4.30074396271269	0.000167686400115459	0.000807009155021508	0.0409211990223604	ILMN_1785095	DCHS2	down
DCLK2	1.07513684676276	9.27883565687878	4.29915349927472	0.000168429146782286	0.000809975766876015	0.036585716447779	ILMN_1766657	DCLK2	up
DCLK3	1.68237053976093	10.3454539583561	4.29881734539008	0.000168586546011994	0.000810530067254864	0.0356694336717895	ILMN_1740426	DCLK3	up
DCX	-1.11388703578489	10.3005890284291	-4.28174117172022	0.00017677617863605	0.000844416829461897	-0.0108546989565008	ILMN_1731374	DCX	down
DCXR	1.38314738458055	9.93953052839249	4.28149843362117	0.000176895380455247	0.000844776449463041	-0.011515729669795	ILMN_1715647	DCXR	up
DDAH2	-1.28865793364044	12.345069103137	-4.27967315923197	0.000177794265777459	0.000848417653595346	-0.0164860834975329	ILMN_1759330	DDAH2	down
DDC	-1.25956273112036	9.56125207837136	-4.27856088676024	0.000178344230923408	0.000850428762033383	-0.0195146382114428	ILMN_1729142	DDC	down
DDIT3	1.04772535203175	8.02660912253072	4.26900714355265	0.000183137762968747	0.000871989606056143	-0.0455204503073743	ILMN_1720235	DDIT3	up
DDT	1.18897820933566	11.229360366326	4.2635091204747	0.00018595376415654	0.000883429638754064	-0.0604801371813979	ILMN_1785646	DDT	up
DDX1	1.1229835525834	9.73734898096862	4.26316805794457	0.000186129851509403	0.000884047857687624	-0.0614079905483038	ILMN_1664912	DDX1	up
DDX17	-1.34498777834139	7.81923757608122	-4.25945200301953	0.000188059108547887	0.000892329800697372	-0.0715162928771909	ILMN_1669876	DDX17	down
DDX51	-1.36523889832174	10.4729065205248	-4.24803395208932	0.000194111267255773	0.000915626370017669	-0.102562123767828	ILMN_1748093	DDX51	down
DDX54	1.35950731338477	7.90921402876232	4.24695187433795	0.000194694693707976	0.000917703290410837	-0.105503267007149	ILMN_1796094	DDX54	up
DDX56	1.15568342065535	7.34264217077388	4.24655128407676	0.000194911119288657	0.000918273399617096	-0.106592046132336	ILMN_1734472	DDX56	up
DDX6	1.00883086705492	10.7179321703725	4.24452547111424	0.000196009237895905	0.000922768893824187	-0.112097697918555	ILMN_1780769	DDX6	up
DECR2	-1.08904631265972	8.64576106636833	-4.24164873911565	0.000197579099795755	0.000929022626172363	-0.119914840809829	ILMN_1747227	DECR2	down
DEDD2	1.44183042446631	7.95040641877094	4.23838293994077	0.000199376311575295	0.000936720195376307	-0.128787662788313	ILMN_2066060	DEDD2	up
DEFB131A	-1.18276128636936	7.67497504965364	-4.22562305171879	0.00020655408419242	0.000965089716668784	-0.163438881461636	ILMN_1722290	DEFB131A	down
DENND4A	1.36433607456253	8.14870048668614	4.21536120775181	0.000212510959893264	0.000988839096397395	-0.191287642019785	ILMN_1682717	DENND4A	up
DEPDC1B	-1.22633901672768	11.4173153122445	-4.21039405745658	0.000215454835271548	0.00100060096844121	-0.204761534624466	ILMN_1808707	DEPDC1B	down
DEPDC5	1.88317009625908	7.9791877590822	4.20947679749609	0.000216002846320373	0.00100266186096011	-0.207249260539313	ILMN_1683939	DEPDC5	up
DEPDC7	-1.24069544911064	7.42365828189402	-4.20908778704869	0.000216235672730251	0.00100350045853778	-0.208304265538776	ILMN_1702199	DEPDC7	down
DESI2	-1.36996178367747	7.76309363144055	-4.20503120428923	0.000218678360804614	0.00101263768619103	-0.219304353622626	ILMN_1690179	DESI2	down
DEXI	1.11762932342117	9.33467780564574	4.2015500410188	0.000220796222996696	0.00102170703525726	-0.228741974876007	ILMN_1694840	DEXI	up
DFFA	-1.16987355620927	10.0077544133658	-4.20117742176519	0.000221024110250876	0.00102232675109082	-0.229752049261762	ILMN_2317581	DFFA	down
DGCR6	1.08635710344087	8.50726599856042	4.19840834801981	0.00022272490233785	0.00102865215399061	-0.237257584302999	ILMN_1726589	DGCR6	up
DGLUCY	-1.12811716209715	9.5025552070204	-4.18783851018925	0.000229336371367752	0.00105612387660845	-0.265895458654529	ILMN_1733937	DGLUCY	down
DHCR24	1.24303496492382	8.19214826308687	4.1868408383983	0.000229970314630445	0.0010585568251331	-0.268597598588054	ILMN_1665686	DHCR24	up
DHODH	-1.8949873504228	10.8773848374339	-4.17899818945679	0.000235014197165134	0.00107970697317137	-0.289833254404272	ILMN_1682326	DHODH	down
DHRS7C	1.15212887918584	7.14222401153792	4.1690992853831	0.000241536318329807	0.00110623633795052	-0.316622043005176	ILMN_1784948	DHRS7C	up
DHRS9	1.65085327888255	9.59791897218512	4.16832844089852	0.000242051623479664	0.00110833254683523	-0.318707442388749	ILMN_1663080	DHRS9	up
DHX16	-1.63241381807168	7.72623431311372	-4.16671405372952	0.000243134342351726	0.00111223120320519	-0.32307459076246	ILMN_1786989	DHX16	down
DHX33	-1.72781975593188	9.22139629527053	-4.16538132096903	0.000244031756724117	0.00111527556957593	-0.326679492713088	ILMN_1688184	DHX33	down
DISP1	-2.54790765833811	8.88382953717732	-4.14225471229779	0.000260133882228869	0.00117850573682396	-0.38918644231151	ILMN_2361096	DISP1	down
DKK2	1.26836545576599	7.27586042423537	4.13766676758751	0.000263450408935463	0.00119128633434005	-0.401575888915594	ILMN_2171384	DKK2	up
DLAT	1.29631819364539	8.71259543091474	4.13483970169746	0.000265514716888501	0.00119949297653058	-0.409208377375326	ILMN_1756573	DLAT	up
DLD	-1.19704091312066	8.14081739650571	-4.13338122591184	0.000266585903274793	0.00120376676887181	-0.413145413803287	ILMN_1664855	DLD	down
DLEC1	1.10860646072113	8.60626216686454	4.13228727296257	0.000267392153495187	0.00120712402361732	-0.416098207050895	ILMN_2179717	DLEC1	up
DLEU2L	-1.46324501887821	11.0970306825412	-4.13125253907268	0.000268156966615622	0.00120972500230256	-0.418890964130844	ILMN_1772459	DLEU2L	down
DLX3	-3.12263849363134	9.44299818136192	-4.11425982243291	0.000281029252838252	0.00126187644901882	-0.464727552191549	ILMN_2398939	DLX3	down
DLX5	-1.28988889846254	8.76547430877009	-4.11308323897528	0.000281942701680233	0.00126538726307069	-0.467899407332221	ILMN_1786444	DLX5	down
DMAP1	1.64774052060895	8.15614331792826	4.11071800765942	0.000283787809980562	0.00127248072559116	-0.474274894812552	ILMN_1692568	DMAP1	up
DMBT1	1.04938395984211	11.9205153316037	4.11039510975094	0.000284040620977156	0.00127331749827932	-0.475145189587523	ILMN_1704537	DMBT1	up
DMKN	-1.44878255326061	8.15079825953878	-4.10885304322349	0.000285251030797513	0.00127695807037956	-0.479301207510982	ILMN_1757807	DMKN	down
DMRT3	1.02371337562301	10.8451975889889	4.10462493986803	0.000288595865284616	0.00129018059214407	-0.490694169929611	ILMN_1762899	DMRT3	up
