	logFC	AveExpr	t	P.Value	adj.P.Val	B	probe_id	symbol	change
ANKRD34B	-2.73043916448785	9.86869227306106	-8.63410223564618	1.3050092834871e-09	3.46250463133211e-08	11.7965708284859	ILMN_1728298	ANKRD34B	down
ANKRD34C	1.32408075066259	10.1684207503366	8.62960511318908	1.31975334518429e-09	3.49680101211639e-08	11.7852587684056	ILMN_1680579	ANKRD34C	up
ANKRD35	-1.03645763195524	10.3225400827833	-8.62796319250925	1.32517875874536e-09	3.50634643785773e-08	11.7811280240027	ILMN_1676891	ANKRD35	down
ANKRD36	1.48826034856236	9.07184776731354	8.6252535076628	1.33418224362895e-09	3.52532000528111e-08	11.7743102289416	ILMN_1705302	ANKRD36	up
ANKRD39	1.32966916309816	8.06124173514535	8.59081519548223	1.45420528750382e-09	3.82146078011251e-08	11.6875771279943	ILMN_2095273	ANKRD39	up
ANKRD40	1.0724804073606	9.67160075568705	8.58505419701924	1.47533451179304e-09	3.87055321878605e-08	11.6730529306694	ILMN_1657495	ANKRD40	up
ANKRD42	1.81727531692173	8.82801055884855	8.58462773211203	1.47691103274535e-09	3.87055321878605e-08	11.6719775875508	ILMN_2190084	ANKRD42	up
ANKRD46	1.60801812770462	11.6276141973281	8.580989800119	1.49042954844183e-09	3.89536722742215e-08	11.6628034785571	ILMN_2333319	ANKRD46	up
ANKRD50	-1.08202992621567	7.52510699686513	-8.57129974747658	1.52705737309782e-09	3.97940107979371e-08	11.6383587747461	ILMN_1760798	ANKRD50	down
ANKRD53	-1.33646303057943	8.24760331354733	-8.57084768248221	1.52878841649384e-09	3.97940107979371e-08	11.6372180704245	ILMN_1700967	ANKRD53	down
ANKRD54	-1.65182390930036	8.59743608488381	-8.55985534028023	1.5715024237899e-09	4.08505684108413e-08	11.6094727013283	ILMN_1712506	ANKRD54	down
ANKRD6	1.06886617419957	7.89599559266142	8.55299313031966	1.5987833192077e-09	4.14477034073845e-08	11.5921440841962	ILMN_1745374	ANKRD6	up
ANKRD66	-1.49767307902339	9.27716414222049	-8.54488416351342	1.63164476337771e-09	4.21859121886205e-08	11.5716592399093	ILMN_1738229	ANKRD66	down
ANKS1A	-1.51115507014627	11.4425950581187	-8.51967343809277	1.73828297537984e-09	4.47625318800625e-08	11.5079174641323	ILMN_2363065	ANKS1A	down
ANKS3	1.39645884917155	8.2311525040986	8.51794502892883	1.74584949300166e-09	4.4822958518379e-08	11.5035444042556	ILMN_2145116	ANKS3	up
ANKS4B	1.75097167261675	7.87173115992737	8.51754169155794	1.74762002956874e-09	4.4822958518379e-08	11.5025238618682	ILMN_2148785	ANKS4B	up
ANKZF1	-1.15004800992065	8.88930106476533	-8.51018994485962	1.78021520253007e-09	4.55375261115271e-08	11.4839184458432	ILMN_1797735	ANKZF1	down
ANO1	1.06379821459551	7.83150387310148	8.5073279451176	1.79307154241157e-09	4.57447270422134e-08	11.4766735523699	ILMN_1715324	ANO1	up
ANO10	-1.27885452828912	10.3912566526645	-8.50406359957872	1.80785098790131e-09	4.60606908652577e-08	11.4684088613762	ILMN_2224486	ANO10	down
ANO2	1.2946079821975	7.9108741536348	8.49814491820222	1.83496590141266e-09	4.66336914880859e-08	11.4534203858315	ILMN_1722981	ANO2	up
ANO3	-2.3033879818601	10.1189439447057	-8.49809649134531	1.83518946020384e-09	4.66336914880859e-08	11.4532977308921	ILMN_2387471	ANO3	down
ANO4	-1.05988317820428	8.11877903690978	-8.49682840729896	1.84105337539161e-09	4.67209798536056e-08	11.4500858353481	ILMN_2412294	ANO4	down
ANO5	1.06447597257933	9.54605259119852	8.49628609672951	1.8435669797092e-09	4.67231283553177e-08	11.4487121681168	ILMN_1768867	ANO5	up
ANO6	1.69437861350964	11.2595179220119	8.49002992242158	1.87281882170349e-09	4.74020300714321e-08	11.4328625883602	ILMN_1725427	ANO6	up
ANO9	-1.08931228606604	8.90888895200496	-8.48134280869038	1.91422439893074e-09	4.82595288831346e-08	11.4108459940984	ILMN_1752117	ANO9	down
ANP32B	-1.37453142167185	7.72873578894545	-8.45474197361258	2.0469178192492e-09	5.12688947540074e-08	11.3433682383701	ILMN_1736969	ANP32B	down
ANP32D	1.01278722589195	7.57372486310839	8.44410468933528	2.10257393411346e-09	5.25261197358525e-08	11.3163592925627	ILMN_2078697	ANP32D	up
ANP32E	-1.79994549413456	10.853591688968	-8.44097839895658	2.11922306721377e-09	5.28733786263606e-08	11.3084186062818	ILMN_2397646	ANP32E	down
ANPEP	-1.34937908298321	7.93802541658833	-8.43803592139584	2.13501619468805e-09	5.31984087059837e-08	11.3009436475602	ILMN_1706548	ANPEP	down
ANTXR2	-1.11149282520706	8.14330877776626	-8.42329458414707	2.21596427450114e-09	5.50727245275243e-08	11.2634785084742	ILMN_1770865	ANTXR2	down
ANXA1	1.0270459012214	7.69309015918036	8.41251807568214	2.27711660024105e-09	5.64466687142228e-08	11.2360722762606	ILMN_1690846	ANXA1	up
ANXA10	-1.01397086366311	7.26558677083034	-8.41105744213283	2.28553660230045e-09	5.64759674028394e-08	11.2323565215926	ILMN_1665257	ANXA10	down
ANXA11	1.26698500277888	9.22564579281553	8.41101973335191	2.28575439936565e-09	5.64759674028394e-08	11.2322605893243	ILMN_1753143	ANXA11	up
ANXA2P1	-1.37414429084694	7.71235470571618	-8.40038324789054	2.34804155763223e-09	5.78321733708239e-08	11.2051937474538	ILMN_1709269	ANXA2P1	down
ANXA2P3	1.04278748096636	8.93829545440566	8.39155412125954	2.40105883899138e-09	5.90623629499208e-08	11.1827150703972	ILMN_2265995	ANXA2P3	up
ANXA2R	-1.78020913299224	10.361675142853	-8.38672130673648	2.43059465155573e-09	5.97125398688711e-08	11.1704066344982	ILMN_1656145	ANXA2R	down
ANXA3	1.12789016571736	10.7801018738245	8.38560558783017	2.43746589063613e-09	5.98049666738221e-08	11.1675646435547	ILMN_1659564	ANXA3	up
ANXA4	1.72616903880129	8.27593330709856	8.38424999243656	2.44584110151797e-09	5.99057557814354e-08	11.1641114172294	ILMN_1760727	ANXA4	up
ANXA5	2.54000653461942	8.43193528113689	8.3835011819088	2.45048002456042e-09	5.99057557814354e-08	11.1622038056904	ILMN_1808405	ANXA5	up
ANXA7	-2.4700987012119	8.1688929960502	-8.38292900327589	2.45403075253541e-09	5.99057557814354e-08	11.1607461193091	ILMN_1658809	ANXA7	down
ANXA8L1	-1.45054929398327	8.64981432946401	-8.38198682361335	2.45988901147587e-09	5.99726552911912e-08	11.1583457240356	ILMN_1784822	ANXA8L1	down
AOAH	-1.00808343194939	9.00233211590056	-8.37862469435751	2.48091051831439e-09	6.03322310117518e-08	11.1497790833666	ILMN_1685679	AOAH	down
AOC2	-2.36005585745459	9.44553740433144	-8.37716248768702	2.49010997660404e-09	6.04032225850635e-08	11.1460529560452	ILMN_1742382	AOC2	down
AOC3	3.05533017907771	11.0419354907334	8.37324799836975	2.51490962416802e-09	6.09279616253098e-08	11.1360763493916	ILMN_1711566	AOC3	up
AOC4P	-1.04319600404415	8.65387087765115	-8.37221838369295	2.52147434698668e-09	6.10101641995419e-08	11.1334519101533	ILMN_1728498	AOC4P	down
AOX1	-2.08055045488048	9.08228942134381	-8.36947604588723	2.53904464920316e-09	6.135811918602e-08	11.1264611568056	ILMN_1661309	AOX1	down
AOX2P	1.32699451345965	8.18998363970505	8.36263383924115	2.58342967389392e-09	6.2352387963643e-08	11.1090148327115	ILMN_1765258	AOX2P	up
AP1B1	2.44731338888869	9.01384534504976	8.35725136285771	2.61890123978808e-09	6.30502931771758e-08	11.0952863240954	ILMN_1658356	AP1B1	up
AP1G1	1.02193004993442	8.28565753712459	8.3515918863369	2.65673443571594e-09	6.38811795067897e-08	11.0808472959726	ILMN_1731561	AP1G1	up
AP1G2	-1.51218981512684	7.965862409499	-8.34781866330074	2.68226751510576e-09	6.43396050418336e-08	11.0712183882561	ILMN_1663037	AP1G2	down
AP1M1	-1.87680114383739	11.5246494891237	-8.34772777694866	2.68288561340741e-09	6.43396050418336e-08	11.0709864324042	ILMN_1746673	AP1M1	down
AP1S1	1.03851690096911	8.48841310203274	8.33302819608947	2.7847912050418e-09	6.6627168681821e-08	11.0334569399527	ILMN_1684051	AP1S1	up
AP1S2	1.62194254937981	8.6306074568065	8.32915518486418	2.81229249517768e-09	6.72015632760718e-08	11.0235641548131	ILMN_2318638	AP1S2	up
AP1S3	-1.1022832184304	7.71320350168028	-8.32834790020839	2.81805962671769e-09	6.72558250366519e-08	11.0215018758972	ILMN_1674390	AP1S3	down
AP2A2	1.15847374120013	10.3666680686808	8.32163720231988	2.86646934130779e-09	6.82389585961408e-08	11.0043555889837	ILMN_1719303	AP2A2	up
AP2S1	1.02429042090874	8.52929379889001	8.31742544820907	2.89728460033061e-09	6.87203040344755e-08	10.9935913326352	ILMN_2142284	AP2S1	up
AP3B2	-1.79610860926242	8.83494264874076	-8.31333153372548	2.92756158000475e-09	6.92676193763485e-08	10.9831260747379	ILMN_2381938	AP3B2	down
AP3D1	-2.47427905569617	8.80334704194543	-8.3122302704974	2.93576103951202e-09	6.93762891352004e-08	10.9803105544055	ILMN_1801703	AP3D1	down
AP3M1	1.71407993126274	8.67107497765185	8.3072178013279	2.97337838342024e-09	7.01790264827875e-08	10.9674935792538	ILMN_2123743	AP3M1	up
AP3M2	-1.04973009135601	9.73276004846857	-8.30290533234942	3.00613570879185e-09	7.08652285469608e-08	10.9564639507862	ILMN_1735402	AP3M2	down
AP3S1	-1.7400598011031	8.00526553144807	-8.30194108563668	3.01351030060245e-09	7.09521225733032e-08	10.9539974558235	ILMN_1726711	AP3S1	down
AP4M1	-1.56669192329387	7.8143543977239	-8.29276148566677	3.08464697489215e-09	7.23613039134455e-08	10.9305105584148	ILMN_2249018	AP4M1	down
AP4S1	1.42526040402511	8.44554965281358	8.2733379907187	3.24086846122686e-09	7.59334296226064e-08	10.8807782579287	ILMN_2350183	AP4S1	up
AP5B1	1.47298507085961	8.11401767771986	8.27234706152441	3.24905145101606e-09	7.59649650934217e-08	10.8782397752379	ILMN_1790315	AP5B1	up
AP5M1	1.00632100392576	9.87810459649941	8.27221874498624	3.25011261550666e-09	7.59649650934217e-08	10.8779110551147	ILMN_1732060	AP5M1	up
AP5S1	-1.27752156279338	7.90294056083307	-8.26981770690683	3.27003427195226e-09	7.63378389020313e-08	10.8717597115266	ILMN_1661376	AP5S1	down
AP5Z1	-1.06082447084799	7.34825867297507	-8.26648616807928	3.29788286679481e-09	7.68266485609323e-08	10.8632232550542	ILMN_1725510	AP5Z1	down
APAF1	-2.02314325424699	9.76386860735165	-8.26635778102784	3.29896089162664e-09	7.68266485609323e-08	10.8628942585578	ILMN_1756784	APAF1	down
APBA2	-1.05171598206003	10.495353098927	-8.26337194498505	3.32413362404298e-09	7.72258869469695e-08	10.8552423536289	ILMN_2180352	APBA2	down
APBA3	-1.05319127221134	9.18321917126734	-8.26015805968067	3.35144796083358e-09	7.77665295230334e-08	10.847004752189	ILMN_1687958	APBA3	down
APBB1	1.7251184513197	8.1455453912513	8.25734478118036	3.37554544019881e-09	7.82313157682702e-08	10.8397928797712	ILMN_1788149	APBB1	up
APBB3	-2.13157624843276	9.40136589204148	-8.24647313268352	3.47034081804342e-09	8.01386266217086e-08	10.8119138297421	ILMN_1725485	APBB3	down
APEH	1.38985817449131	8.62084990723356	8.23204581063815	3.60034744465426e-09	8.25356651685118e-08	10.7748935097491	ILMN_2085862	APEH	up
APEX1	1.91130760822602	9.91474166277179	8.2316288718281	3.60417751827562e-09	8.25356651685118e-08	10.773823257665	ILMN_2175912	APEX1	up
APH1B	1.37356480229233	9.96419963819588	8.22445811022131	3.67070353957042e-09	8.37599683121906e-08	10.7554129773277	ILMN_1809467	APH1B	up
APLN	1.54880843740555	8.49494518545983	8.2138192066944	3.77171989450684e-09	8.5658564215742e-08	10.7280865547968	ILMN_1706434	APLN	up
APLNR	1.73890776812701	7.76432380645644	8.20853328813425	3.82295932777998e-09	8.67198651287448e-08	10.7145041465366	ILMN_1655955	APLNR	up
APLP1	-1.4743236196917	9.53169160579688	-8.20595812293427	3.84817845744237e-09	8.71891175587295e-08	10.7078858617492	ILMN_1657347	APLP1	down
APOA2	1.64510114472853	9.8533557074341	8.18162682411158	4.09499809597907e-09	9.23435250216143e-08	10.6453120102613	ILMN_1703123	APOA2	up
APOA4	1.31448665411622	8.96026255235251	8.18118023968822	4.09967614724779e-09	9.23435250216143e-08	10.644162811162	ILMN_1787324	APOA4	up
APOB	-1.43050397035516	9.47243802829725	-8.17443412654497	4.17100945004071e-09	9.37307684357279e-08	10.6267999263072	ILMN_1724493	APOB	down
APOBEC1	-1.41260710904432	8.25238434475305	-8.17219738430007	4.19493905598038e-09	9.41585153802083e-08	10.6210418188081	ILMN_1714600	APOBEC1	down
APOBEC3A	-1.22766494708428	9.85125181046338	-8.17091547087196	4.20871655495907e-09	9.42478133308414e-08	10.6177414692588	ILMN_1799028	APOBEC3A	down
APOBEC3F	-1.32814635448204	10.0872100911973	-8.16913184401774	4.22796306272660e-09	9.43493010146274e-08	10.6131490890846	ILMN_2341067	APOBEC3F	down
APOBEC3G	2.61230360934559	12.2351654500991	8.15646344116475	4.36727090483427e-09	9.73451021151704e-08	10.580519679634	ILMN_2206746	APOBEC3G	up
APOBEC3H	1.65646437386572	8.70554591482807	8.15576451694593	4.37509146434058e-09	9.74065502408048e-08	10.5787189052176	ILMN_1776602	APOBEC3H	up
APOBR	-2.46410008273649	8.65987323628112	-8.14921484565609	4.44907595624787e-09	9.88249712406283e-08	10.5618407262302	ILMN_1697561	APOBR	down
APOC1	1.45394875987191	9.39701864536861	8.14383506932466	4.51079883539322e-09	9.99884925271942e-08	10.5479732728529	ILMN_1729161	APOC1	up
APOC3	1.4470802801911	8.10297735626405	8.14356347396016	4.51393793406388e-09	9.99884925271942e-08	10.5472730848023	ILMN_2334296	APOC3	up
APOF	1.15217376642094	8.96869796212529	8.13667167664969	4.59434297178678e-09	1.01465879914226e-07	10.5295025437005	ILMN_1720838	APOF	up
APOL1	1.05926904001657	7.93515347571715	8.13066501382366	4.66561165088915e-09	1.02803786616843e-07	10.5140094614798	ILMN_2059549	APOL1	up
APOL2	1.89484679614158	12.0578062698702	8.12953793861873	4.6791093965133e-09	1.0298323609992e-07	10.5111018735393	ILMN_1716678	APOL2	up
APOL3	2.02249902666223	9.85830888863898	8.12905023379009	4.6849624365355e-09	1.02994214204797e-07	10.5098436608005	ILMN_2104106	APOL3	up
APOLD1	-1.38526803008347	10.0150917482753	-8.11803292882504	4.81919070174879e-09	1.05316166105503e-07	10.4814125476729	ILMN_1764571	APOLD1	down
APP	1.04582857670638	10.7516893133989	8.11672109955255	4.83543232418506e-09	1.05316166105503e-07	10.4780262441376	ILMN_1735180	APP	up
APPBP2	2.0178275960816	8.38233375664326	8.11636449209293	4.83985708241132e-09	1.05316166105503e-07	10.4771056746389	ILMN_1710303	APPBP2	up
APPL1	1.63929917355635	8.30781029822519	8.11548582642278	4.85077712149485e-09	1.05434518315339e-07	10.4748373623853	ILMN_1803945	APPL1	up
APPL2	1.59608996279417	8.89108575402297	8.11470516210271	4.86050027107481e-09	1.05526617623471e-07	10.4728219635558	ILMN_2347592	APPL2	up
APRT	-2.29590210530979	9.3111082990753	-8.10746854951339	4.95158319910339e-09	1.07261927630752e-07	10.4541359582035	ILMN_1814333	APRT	down
APTX	1.01832290742944	10.4234471848109	8.10737990644662	4.95270961851618e-09	1.07261927630752e-07	10.453907028016	ILMN_1793829	APTX	up
AQP1	1.54152966821257	9.0899087571316	8.10703019755211	4.95715604407042e-09	1.07261927630752e-07	10.4530038578477	ILMN_2400759	AQP1	up
AQP10	-1.56570481679407	10.6168092813016	-8.10473129767217	4.98648722096706e-09	1.07775357508452e-07	10.4470662591294	ILMN_1677200	AQP10	down
AQP12B	1.23909899161349	8.2490373331424	8.09945196349927	5.05451659074475e-09	1.09000763609379e-07	10.4334282908713	ILMN_1674941	AQP12B	up
AQP4-AS1	2.93246980682698	8.70528547616792	8.09314095864322	5.13708292009109e-09	1.10286748940706e-07	10.4171206590458	ILMN_1699562	AQP4-AS1	up
AQP5	1.93952360068435	11.6426830065133	8.08595244780102	5.23280620116762e-09	1.12216566427715e-07	10.3985394867961	ILMN_1723978	AQP5	up
AQP7	1.86975015930273	8.64079043440826	8.0781484996475	5.33878481073367e-09	1.14234554637678e-07	10.3783601982926	ILMN_1774207	AQP7	up
AQP7P1	1.21800442776991	7.93193885120079	8.07675499456597	5.35793776030238e-09	1.14445175690606e-07	10.3747561015413	ILMN_1755051	AQP7P1	up
AQP7P3	-1.41054608951045	10.2923847621005	-8.07656697739753	5.36052730802849e-09	1.14445175690606e-07	10.374269804125	ILMN_2228809	AQP7P3	down
AQP8	-1.1877225982705	10.143950413161	-8.0713646795353	5.43268642534212e-09	1.1585715751428e-07	10.3608125601765	ILMN_2127605	AQP8	down
AQR	1.23262590695597	10.7080700383121	8.06807736946732	5.47879317688779e-09	1.16541703248233e-07	10.3523072441674	ILMN_1670379	AQR	up
AR	-1.36362022597127	7.8939240095867	-8.06771300658173	5.48392810585895e-09	1.16541703248233e-07	10.3513644386261	ILMN_1769195	AR	down
ARAF	-1.07517690233804	7.83668639574137	-8.06735206110124	5.48901971006961e-09	1.16541703248233e-07	10.3504304594584	ILMN_1805645	ARAF	down
ARAP2	2.14669437407363	7.80247150562189	8.05809934248545	5.62119926910227e-09	1.19085230330893e-07	10.3264826685552	ILMN_1805603	ARAP2	up
ARAP3	1.52552025883451	7.81521269654	8.05555606076207	5.65809652913358e-09	1.19735032821137e-07	10.3198983046761	ILMN_1738578	ARAP3	up
ARCN1	-1.08806780795838	8.39400885744142	-8.05278625624818	5.69856100461466e-09	1.20326585603477e-07	10.3127265744651	ILMN_1676625	ARCN1	down
AREG	-2.49702295691283	8.95963358556982	-8.0470721170274	5.7829741072938e-09	1.21975098605157e-07	10.2979281947315	ILMN_1690397	AREG	down
ARF5	1.47920641621056	10.8420512157366	8.02706750777613	6.08866796855581e-09	1.27862027339672e-07	10.2460886265372	ILMN_1671565	ARF5	up
ARFGAP2	2.14945185831303	8.44952738415268	8.00604453292091	6.42770406553550e-09	1.34687707412463e-07	10.1915565802691	ILMN_1810289	ARFGAP2	up
ARFGEF2	2.16602693171008	8.4518499763191	8.00047464153461	6.52071168799578e-09	1.36191541835273e-07	10.177099521682	ILMN_1721035	ARFGEF2	up
ARFGEF3	-1.35850667539796	7.94862518262223	-7.99041774053542	6.69213302625736e-09	1.39620250426341e-07	10.1509863867675	ILMN_1782761	ARFGEF3	down
ARFIP1	-1.06780505584208	10.108421896544	-7.98746888878392	6.7432621257924e-09	1.40534550651942e-07	10.1433272091108	ILMN_1785191	ARFIP1	down
ARFIP2	2.17400460044489	9.88211585828338	7.98046774803743	6.86625276497544e-09	1.42942898470852e-07	10.125138549526	ILMN_1782788	ARFIP2	up
ARG2	1.10669362488661	7.87948511041982	7.97337773049967	6.99313506503773e-09	1.45087861781785e-07	10.1067128294083	ILMN_1735996	ARG2	up
ARGFXP2	1.43785622605831	7.65174481016198	7.96772421678495	7.09602016497033e-09	1.46931155967028e-07	10.0920158921341	ILMN_1791302	ARGFXP2	up
ARGLU1	-2.28791317432063	9.62189359008505	-7.96533286854759	7.14000186834049e-09	1.47682877354191e-07	10.0857981316898	ILMN_1657796	ARGLU1	down
ARHGAP1	2.97029758513649	8.31168688382149	7.96253052163819	7.19189628199314e-09	1.48454229915464e-07	10.0785108348384	ILMN_1676663	ARHGAP1	up
ARHGAP11A	-3.10417610619603	8.7779770122055	-7.96019996236546	7.23534664065126e-09	1.49055774899401e-07	10.0724496507871	ILMN_1751020	ARHGAP11A	down
ARHGAP15	1.55711001228493	8.0888806732913	7.95437559364623	7.3451079055162e-09	1.50811496791182e-07	10.0572990469765	ILMN_1749540	ARHGAP15	up
ARHGAP19	1.91775520053248	9.50251637785859	7.95333610653196	7.36487491260205e-09	1.50874050925254e-07	10.0545946486957	ILMN_1756982	ARHGAP19	up
ARHGAP20	-1.42546976229726	7.95849425750169	-7.9511135791237	7.40732077261119e-09	1.51582151470158e-07	10.0488119290803	ILMN_1741406	ARHGAP20	down
ARHGAP25	2.78639201217888	8.57365691922907	7.9404765725325	7.61394374932575e-09	1.54986054986275e-07	10.0211274551886	ILMN_2334210	ARHGAP25	up
ARHGAP27	-1.58005738685892	7.96270530773037	-7.93696533298084	7.68343076565634e-09	1.56070194517598e-07	10.0119858553852	ILMN_1728301	ARHGAP27	down
ARHGAP27P1	-2.17445084959359	9.89657253571047	-7.93566407506177	7.70934628776093e-09	1.56431418978238e-07	10.0085976137616	ILMN_2151281	ARHGAP27P1	down
ARHGAP28	-1.59782313121067	10.5491567543628	-7.93507783262656	7.72105082280475e-09	1.56451748425699e-07	10.0070710760176	ILMN_1674160	ARHGAP28	down
ARHGAP30	1.31159570288252	7.48322078016892	7.9343243378449	7.7361212013055e-09	1.56479524109687e-07	10.0051089619743	ILMN_1796288	ARHGAP30	up
ARHGAP36	-2.83537215462862	8.97140703207312	-7.92293300832794	7.96764121508283e-09	1.60319609218968e-07	9.97543725490018	ILMN_1757497	ARHGAP36	down
ARHGAP4	1.19634930914269	7.95260888363736	7.91877093039091	8.05398240367344e-09	1.6171858613472e-07	9.96459206611663	ILMN_1710284	ARHGAP4	up
ARHGAP45	1.07792697200992	9.03171570568554	7.90928273759521	8.25439327211361e-09	1.65225295507157e-07	9.93986061695701	ILMN_1733176	ARHGAP45	up
ARHGAP5	-1.01491153610594	10.3002546038834	-7.89815674452238	8.49588146171923e-09	1.69882303323941e-07	9.910846144473	ILMN_1703477	ARHGAP5	down
ARHGDIA	-1.10183694727342	10.8462137031451	-7.89057701089419	8.6645089757197e-09	1.72536743951288e-07	9.89107098890119	ILMN_2144088	ARHGDIA	down
ARHGEF1	-1.5651723384179	7.7997841426261	-7.88674487388933	8.75105673204709e-09	1.73720668005839e-07	9.88107046415066	ILMN_1718671	ARHGEF1	down
